👇SmartTV2👇,#genre#
緯來日本台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=videolandjapan
緯來電影台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=videolandmovie_twn
緯來體育台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=videolandsport
緯來綜合台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=videolandzonghe
緯來育樂,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=videolandyule
緯來精彩,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=videolandspecial_twn
好訊息 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=goods_twn
大愛2台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=catchplay_twn
亞洲美食,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=afc_twn
美食星球,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=foodplanet_twn
亞洲旅遊 TLC Asia,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tlc_twn
東森電影 ETTV Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvmovie
阿里郎 Arirang,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=arirang_twn
博斯運動 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bosisport1_twn
博斯運動 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bosisport2_twn
博斯高球2 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bosigolf2_twn
博斯網球 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bositennis_twn
東森洋片 ETTV Western,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvwestern
龍華洋片 Lunghua Western,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuawestern_twn
博斯無限,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bosiunlimited_twn
MTV Live,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mtvhd_twn
龍詳時代,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lungxiangtime_twn
EYETV 旅遊,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eyetvtravel_twn
靖天卡通台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jingtiancartoon_twn
EYETV 戲劇,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eyetvxiju_twn
衛視中文台 Star Movies Chinese,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=weishichinese_twn
東森幼幼 Yoyo TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=yoyo_twn
衛視電影台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=weishimovie_twn
美亞電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=meiyamovie_twn
愛爾達影劇台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltayingju_twn
愛爾達綜合台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltazonghe_twn
星衛電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=xingwei_movie
愛爾達影劇,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltayingju_twn
愛爾達體育2台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport2_twn
愛爾達體育3台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport3_twn
AFC 亞洲旅遊台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asiatravel_twn
SmartTV-Indian,#genre#
Sun TV HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Suntv
Star Vijay,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Starvijay
Colors Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Colorstam_mega
Sun Music,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Sunmusic
Astro Sunlife,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Sunlife
Astro Vaanavil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Vaanavil
Zee Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeetamil
Zee Business,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeebusiness
News 18 Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=news18tamil_raj
Adithya,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Adithya
Makkal TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Makkaltv
Zee Action,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeeaction
Astro KTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Astroktv
Zee TV HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeetvhd
Zee Cinema HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeecinemahd
Color HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Colorhd
Starplus HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Starplushd
Picture HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Npicture
Zee News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Zeenews
Asianet,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asianet_raj
Asianet News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asianetnews_raj
Times Now,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=timesnow_mega
BBC Earth Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcearthtam_raj
Discovery World Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoveryworldtam_raj
History Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=historytam_raj
NatGeo Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeotamil_raj
Natgeo Wild Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeowildtamil_raj
Discovery Kids Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoverykidtamil_raj
Discovery Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoverytamil_raj
Sony Yay Tamil,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sonyyaytam_raj
Sun TV India,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=suntv_raj
Starmaa HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=starmaa_raj
Starmaa Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=starmaamovies_raj
Bollyone,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bollyone
Astro Sunmusic,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Sunmusic
Sony Pix HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sonypix_mega
Vijay Super,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=vijaysuper_raj
SmartTV-Movie,#genre#
HBO_HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hbohd_twn
HBO_HITS,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hbohits_twn
Hollywood Movies,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hollywoodmovies_twn
CCTV-6,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv6
CINEMAX,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cinemax_twn
Cinemax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cinemax
AXN Taiwan,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=axn_twn
大愛2台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=catchplay_twn
東森電影 ETTV Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvmovie
東森洋片 ETTV Western,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvwestern
龍華洋片 Lunghua Western,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuawestern_twn
龍詳時代,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lungxiangtime_twn
Animax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Animax
Movies Now HD,http://66.90.99.154:8278/moviesnow_raj
Star Movies HD,http://66.90.99.154:8278/starmovies_raj
衛視中文台 Star Movies Chinese,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=weishichinese_twn
HBO Family,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbofamily
衛視電影台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=weishimovie_twn
HBO HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbo
Hits,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hits
Warner TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=WarnerTV
美亞電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=meiyamovie_twn
HBO Signature,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbosignature
HBO Hits,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbohits
星衛電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=xingwei_movie
SCM,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Weishimovie
Thrill,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Thrill
Hits Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hitsmovie
One,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=One_mega
tvN Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvnmovie
Celestial Classic,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestial2
Celestial Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestialindo
Axn HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Axn
Paramount Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Paramountnetwork
Astrol Kplus,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Kplus
Rock Actions,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockaction
Rock Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockentertain
Sony Pix HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sonypix_mega
SmartTV-Documentary,#genre#
Natgeo_HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeohd_twn
NatGeo_Wild HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeowild_twn
Animal_Planet,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=animalplanet_twn
Discovery Asia,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoverytwn_twn
CI,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ci_twn
Asia Travel,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asiatravel_twn
Discovery HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoveryhd_twn
亞洲美食,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=afc_twn
美食星球,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=foodplanet_twn
亞洲旅遊 TLC Asia,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tlc_twn
NatGeo HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeo
Fashion TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=fashiontv_twn
History,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=History
BBC Earth HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcearth_twn
BBC Earth Lifestyle,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbclifestyle_twn
MTV Live,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mtvhd_twn
NatGeo Wild HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeowild
Animal Planet (Eng),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AnimalPlanet
TLC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tlc
AFC 亞洲旅遊台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asiatravel_twn
Foodnetwork Hd,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Foodnetwork_mega
HGTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=HGTV
SmartTV-News,#genre#
Skynews,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=skynews_antik
ABC News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=abcnews_glo
東森財經新聞 ETTV Business,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvcaijing_twn
CBS HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cbshd_glo
CBSN HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cbsn_glo
France 24,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=france24_twn
DW (Deutsch),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=dw_twn
NHK World,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkworld_japan
Fox News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=foxnews_twn
CGTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=CGTN
CNN International,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cnn
CNN backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnn_twn
CNBC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnbc_twn
CNA,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna
BBC World News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcnews_twn
BBC World News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bbcnews
Bloomberg News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bloomberg_twn
Al-Jazeera,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=aljazeera_twn
SmartTV-Kids,#genre#
Baby TV Eng,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Babytv
CBeebies,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cbeebies
Kids TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=KidsTV
Boomerang,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Boomerang
Disney Taiwan,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=disneytwn_twn
Momo TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=momo1_twn
Animax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Animax
靖天卡通台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jingtiancartoon_twn
Boomerang Taiwan,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=boomerang_twn
Baby TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=babytv_twn
MiaoMi,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=MiaoMi
東森幼幼 Yoyo TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=yoyo_twn
Cartoon Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cn
Nickelodeon,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickelodeon
Nick Jr,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickjr
SmartTV-Thailand,#genre#
Channel 3 Thailand,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ch3_pat
Channel 5 Thailand,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ch5_pat
Channel 7 Thailand,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ch7_pat
MCOT HD Thailand-1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mcot_pat
PPTV Thailand1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=pptv_pat
Thai Thai,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=thaithai_pat
Amarin,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=amarin_pat
Ch 8,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ch8_pat
GmmOne,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=gmmone_pat
Mono,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mono_pat
Thairath,http://66.90.99.154:8278/thairath_pat
tpbs,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tpbs_pat
Workpoint,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=workpoint_pat
Gmm Channel,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=gmmchannel_pat
Nation,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nation_pat
Tnn24,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tnn24_pat
Nbt,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nbt_pat
New,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=new_pat
TPTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tptv_pat
SmartTV-United Kingdom,#genre#
BBC 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbc1_antik
BBC 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbc2_antik
CBBC,http://66.90.99.154:8278/cbbc_antik
More4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=more4_antik
Freesports,http://66.90.99.154:8278/freesports_antik
Skynews,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=skynews_antik
Pick TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=picktv_antik
itv 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=itv1_antik
itv 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=itv2_antik
Euronews,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=euronews_antik
Channel 4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=channel4_antik
NatGeo HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeo
CBeebies,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cbeebies
History,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=History
Kids TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=KidsTV
France 24,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=france24_twn
DW (Deutsch),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=dw_twn
Boomerang,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Boomerang
BBC Earth HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcearth_twn
BBC Earth Lifestyle,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbclifestyle_twn
MTV Live,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=mtvhd_twn
Star Movies HD,http://66.90.99.154:8278/starmovies_raj
NHK World,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkworld_japan
HBO HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbo
Warner TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=WarnerTV
NatGeo Wild HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeowild
Nickelodeon,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickelodeon
Nick Jr,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickjr
Thrill,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Thrill
CGTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=CGTN
Skysports Arena,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongarena
Skysports F1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongf1
Skysports Cricket,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongcricket
Skysports EPL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongepl
Skysports Football,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongfootball
Skysports Golf,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankonggolf
Skysports Main Event,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongmain
Skysports News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongnews
Hits Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hitsmovie
Animal Planet (Eng),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AnimalPlanet
CNBC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnbc_twn
TLC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tlc
BBC World News,http://66.90.99.154:8278/bbcworldnews_antik
HGTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=HGTV
Axn HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Axn
Bloomberg News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bloomberg_twn
Al-Jazeera,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=aljazeera_twn
SmartTV-Vietnam,#genre#
ANTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_antv
VTV 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_vtv1
VTV 7,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_vtv7
HTV 7,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_htv7
HTV 9,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_htv9
BPTV 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_bptv2
BRT HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_brt
Ca Mau TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_camautv
Danang TV1 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_danangtv1
Danang TV2 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_danangtv2
HBTV HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_hbtv
PTTH 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viet_ptth1
SmartTV-Korea,#genre#
Arirang HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=arirang_korea
Yonhap News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=yonhapnews_korea
CBS,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cbs_korea
EBS 1,http://66.90.99.154:8278/ebs1_korea
EBS2,http://66.90.99.154:8278/ebs2_korea
EBS Plus2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ebsplus2_korea
SBS Plus,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sbsplus_korea
YTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ytn_korea
KBS World 24,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=kbsworld24_korea
YTN Science,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ytnscience_korea
YTN Korean,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ytnkorean_korea
YTN DMB,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ytndmb_korea
Apps TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=appongoogle_korea
All the Kpop,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=allthekpop_korea
J the Kpop,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jthekpop_korea
EBS Kids,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ebskids_korea
CGNTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cgntv_korea
SmartTV-Japan,#genre#
NHK-総合-2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkg_japan
NHK-E,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhke_japan
テレビ朝日 Asahi TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asahitv_japan
JET 綜合,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jettv_japan
テレビ東京 Tokyo TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tokyotv_japan
TOKYOMX,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tokyomx_japan
NHKBS1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkpremium_japan
BSジャパン 181,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bs181_japan
BSフジ BS Fuji,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bsfuji_japan
CNA Japan,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna_japan
BS-TBS,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bstbs_japan
NHK Oaska,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkosaka_japan
NHK World,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nhkworld_japan












