 ,#genre#
Rai 4 Ⓖ,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746966&output=7&forceUserAgent=raiplayappletv
Rai 5 Ⓖ,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=395276&output=7&forceUserAgent=raiplayappletv
Rai Movie Ⓖ,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=747002&output=7&forceUserAgent=raiplayappletv
Rai Premium Ⓖ,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746992&output=7&forceUserAgent=raiplayappletv
TV 2000,https://hls-live-tv2000.akamaized.net/hls/live/2028510/tv2000/master.m3u8
La7d,https://d15umi5iaezxgx.cloudfront.net/LA7D/CLN/HLS-B/Live.m3u8
QVC,https://qrg.akamaized.net/hls/live/2017383/lsqvc1it/master.m3u8
Motor Trend,https://amg16146-wbdi-amg16146c10-samsung-it-1843.playouts.now.amagi.tv/playlist/amg16146-warnerbrosdiscoveryitalia-motortrend-samsungit/playlist.m3u8
Sportitalia Plus,https://sportitaliaamd.akamaized.net/live/Sportitalia/hls/F59D8EB0332E783633CDDE8E265844975635D24F/index.m3u8
Travel TV,https://traveltv.grupposciscione.knoxstreaming.com/live/masterpl.m3u8
Donna TV Ⓢ,https://donnatv.grupposciscione.knoxstreaming.com/live/masterpl.m3u8
SuperTennis,https://live-embed.supertennix.hiway.media/restreamer/supertennix_client/gpu-a-c0-16/restreamer/rtmp/hls/h24_supertennix/manifest.m3u8
Alma TV,https://almatv.grupposciscione.knoxstreaming.com/live/masterpl.m3u8
Radio 105 TV Ⓖ,https://live02-seg.msr.cdn.mediaset.net/live/ch-ec/ec-clr.isml/index.m3u8
R101 TV Ⓖ,https://live02-seg.msr.cdn.mediaset.net/live/ch-er/er-clr.isml/index.m3u8
Deejay TV,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S85984808/sMO0tz9Sr2Rk/playlist.m3u8
RadioItaliaTV,https://radioitaliatv.akamaized.net/hls/live/2093117/RadioitaliaTV/master.m3u8
Radio KISS KISS TV,https://kk.fluid.stream/KKMulti/smil:KissKissTV.smil/playlist.m3u8
Rai Radio 2 Visual Radio,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=5674080&output=7&forceUserAgent=raiplayappletv
RTL 102.5 News,https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S38122967/2lyQRIAAGgRR/playlist_video.m3u8
RadioFreccia,https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S3160845/0tuSetc8UFkF/playlist_video.m3u8
RDS Social TV,https://stream.rdstv.radio/index.m3u8
Radio ZETA,https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S9346184/XEx1LqlYbNic/playlist_video.m3u8
Radio TV Serie A con RDS,https://stream.radioseriea.com/50773f0d0070476a8612d9984c6059d8/index.m3u8
Gold TV Sat,https://goldsattv.grupposciscione.knoxstreaming.com/live/masterpl.m3u8
Sportitalia SOLOCALCIO,https://sportitaliaamd.akamaized.net/live/Sportitalia/hls/6197F24C2DDD359567D902082C9347C25BC98852/index.m3u8
BIKE,https://66286fdeb96da.streamlock.net/BikeChannel/Bikechannel/playlist.m3u8
Radio Montecarlo TV Ⓖ,https://live02-seg.msr.cdn.mediaset.net/live/ch-bb/bb-clr.isml/index.m3u8
Virgin Radio TV Ⓖ,https://live02-seg.msr.cdn.mediaset.net/live/ch-ew/ew-clr.isml/index.m3u8
Senato TV,https://senato-live.morescreens.com/SENATO_1_001/playlist.m3u8
Camera dei Deputati Ⓢ,https://video-ar.radioradicale.it/diretta/camera2/playlist.m3u8
UniNettuno University TV Ⓖ,https://stream6-rai-it.akamaized.net/live/uninettuno/playlist.m3u8
111 Tv,https://5db313b643fd8.streamlock.net/111/111/playlist.m3u8
12 Tv Parma,https://5929b138b139d.streamlock.net/12TVParma/livestream/playlist.m3u8
4 You Tv,https://streamsrv2.nets-sr.com:19360/4youtv/4youtv.m3u8
Alpauno,https://5f22d76e220e1.streamlock.net/alpaunotv/alpaunotv/playlist.m3u8
Alto Adige Tv,https://5f204aff97bee.streamlock.net/AltoAdigeTV/livestream/playlist.m3u8
Antenna 2 Bergamo,https://58f12ffd2447a.streamlock.net/Antenna2/livestream/playlist.m3u8
Antenna 3 Massa,https://media2021.rtvweb.com/antenna3massa/a3/playlist.m3u8
Antenna 3 Veneto Nord Est,https://59d7d6f47d7fc.streamlock.net/antennatreveneto/antennatreveneto.stream/playlist.m3u8
Antenna Sud,https://live.antennasudwebtv.it:9443/hls/vod.m3u8
Antenna Sud Extra,https://live.antennasudwebtv.it:9443/hls/vod92.m3u8
Aristanis SuperTv,https://video2.azotosolutions.com:1936/supertvoristano/supertvoristano/playlist.m3u8
Arte Network Orler,https://tsw.streamingwebtv24.it:1936/artenetwork/artenetwork/playlist.m3u8
Aurora Arte,https://59d7d6f47d7fc.streamlock.net/auroraarte/auroraarte/playlist.m3u8
Azzurra Tv Vco,https://59d7d6f47d7fc.streamlock.net/azzurratv/azzurratv/playlist.m3u8
BOM Channel,https://5f22d76e220e1.streamlock.net/canale6/canale6/playlist.m3u8
ByoBlu,https://09bd1346f7a44cc9ac230cc1cb22ca4f.msvdn.net/live/S39249178/EnTK3KeeN1Eg/playlist.m3u8
Cafe Tv 24,https://srvx1.selftv.video/cafe/live/playlist.m3u8
Calabria Uno Tv,https://635320cd397eb.streamlock.net/live/ngrp:calabriaunolive_all/playlist.m3u8
Canale 10,https://nrvideo1.newradio.it:1936/desxcerbht/desxcerbht/playlist.m3u8
Canale 2,https://59d7d6f47d7fc.streamlock.net/canale2/canale2/playlist.m3u8
Canale 21,https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S38994111/B7j0ql4XaZtE/playlist.m3u8
Canale 21 Extra,https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S42170132/sT6C3LFaD1iA/playlist.m3u8
Canale 7,http://wms.shared.streamshow.it:80/canale7/canale7/playlist.m3u8
Canale 8 Campania,https://59d7d6f47d7fc.streamlock.net/canale8/canale8/playlist.m3u8
Canale Italia,https://ovp-live.akamaized.net/ac115_live/canale1.smil/playlist.m3u8
Carina Tv,https://samson.streamerr.co:8081/carinatv/index.m3u8
Casa Italia 53,https://ovp-live.akamaized.net/ac115_live/canale3.smil/playlist.m3u8
Casa Sanremo Tv,https://router.xdevel.com/video0s975911-633/stream/playlist_dvr.m3u8
Castrovillari Tv,http://msh0062.stream.seeweb.it/live/flv:stream00.sdp/playlist.m3u8
Cittaceleste Tv,https://sportitaliaamd.akamaized.net/live/Cittaceleste/hls/A990687F506536598442FC5CD12C97CB78873FBA/index.m3u8
Company Tv,https://company.fluid.stream/CompanyTV/smil:Company_ALL.smil/playlist.m3u8
Cremona 1,https://cdn2.streamshow.it/cloud-cremona1/cremona1/playlist.m3u8
Cusano Italia Tv,https://router.xdevel.com/video0s975363-69/stream/playlist.m3u8
Cusano News 7,https://router.xdevel.com/video1s975363-1596/stream/playlist.m3u8
Delta Tv,http://hbbtv-server.zivoli.it:8080/hls/deltatv/deltatv/index.m3u8
Deluxe 139,https://59d7d6f47d7fc.streamlock.net/pierstyle/pierstyle/playlist.m3u8
Di.Tv 80,https://5f22d76e220e1.streamlock.net/ditv80/ditv80/playlist.m3u8
Digital Tv7 Benevento,http://streaming.senecadot.com/live/flv:tv7.sdp/playlist.m3u8
Donna Shopping Tv,https://5f22d76e220e1.streamlock.net/fascinotv/fascinotv/playlist.m3u8
E\'live Brescia Tv,https://59d7d6f47d7fc.streamlock.net/elivebresciatv/elivebresciatv/playlist.m3u8
Easy Tv Canale 190,https://diretta.arcapuglia.it:8080/live/easytv/index.m3u8
Entella Tv,https://5f22d76e220e1.streamlock.net:443/EntellaTV/EntellaTV/playlist.m3u8
Espansione Tv,https://srvx1.selftv.video/espansione/smil:live.smil/playlist.m3u8
Esperia Tv,https://59d7d6f47d7fc.streamlock.net/esperiatv/esperiatv/playlist.m3u8
è Tv Marche,https://live.ipstream.it/etvmarche/etvmarche.stream/playlist.m3u8
è Tv Rete7,https://live.ipstream.it/etv/etv.stream/playlist.m3u8
è Tv Umbria,https://live.ipstream.it/etvumbria/etvumbria.stream/playlist.m3u8
Euro Tv,https://5f22d76e220e1.streamlock.net/eurotv/eurotv/playlist.m3u8
Extra Tv,https://rst2.saiuzwebnetwork.it:8081/extratvlive/index.m3u8
FM Tv Marche,https://bbtv.intvstream.net:3988/hybrid/play.m3u8
Fano Tv,https://diretta.arcapuglia.it:8080/live/fanotv/index.m3u8
Fascino Tv,https://5f22d76e220e1.streamlock.net/canale157/canale157/playlist.m3u8
GRP Televisione,https://webstream.multistream.it/memfs/a3195c96-f884-4c74-924f-2648814fc0b5.m3u8
GarganoTv,https://cdn80-ger.azotosolutions.com:8443/cdnedge3/smil:live3.smil/playlist.m3u8
Giornale Radio Tv,https://5f204aff97bee.streamlock.net/GR_tv/livestream/playlist.m3u8
Giovanni Paolo Tv,https://media2021.rtvweb.com/giovannipaolotv/web/chunklist_w663456797.m3u8
Globus Television,https://cdn.cubws.com/live/globus.m3u8
Gold Tv,https://goldtv.grupposciscione.knoxstreaming.com/live/masterpl.m3u8
GO-TV Channel,https://6zklxkbbdw9b-hls-live.mariatvcdn.it/msmotor/2f759512164fc6fe4acbed6a5648993a.sdp/playlist.m3u8
GS Channel,https://rst.saiuzwebnetwork.it:8081/retereggio/index.m3u8
Icaro Tv Rimini,https://59d7d6f47d7fc.streamlock.net/icarotv/icarotv/playlist.m3u8
Idea Plus,https://rst.saiuzwebnetwork.it:19360/teleidea/teleidea.m3u8
Italia 2 Tv,https://59d7d6f47d7fc.streamlock.net/italia2/italia2/playlist.m3u8
Italia 7,https://streaming.softwarecreation.it/Italia7/Italia7/playlist.m3u8
Italia Channel,https://stream1.aswifi.it/italiachannel/stream/index.m3u8
Iunior Tv,https://5f22d76e220e1.streamlock.net/iuniortv/iuniortv/playlist.m3u8
L\'Altro Corriere Tv,https://stream.cp.ets-sistemi.it:1936/laltrocorriere-tv/laltrocorriere-tv/playlist.m3u8
La Nuova Tv,https://5dcabf026b188.streamlock.net/lanuovatvbas/livestream/playlist.m3u8
La tr3 Marsala,https://tsw.streamingwebtv24.it:1936/eslife1/eslife1/playlist.m3u8
LaC News 24,https://f5842579ff984c1c98d63b8d789673eb.msvdn.net/live/S27391994/HVvPMzy/playlist.m3u8
LaC Tv Calabria,https://f5842579ff984c1c98d63b8d789673eb.msvdn.net/live/S47282891/JWjL3xqPf4bX/playlist.m3u8
Lab Tv,https://customer-yzibk50951uq418a.cloudflarestream.com/a58893dee4b9922a75e41b4ec4243f84/manifest/video.m3u8
Lazio Tv,https://laziotv.grupposciscione.knoxstreaming.com/live/masterpl.m3u8
Lira Tv,https://a928c0678d284da5b383f29ecc5dfeec.msvdn.net/live/S57315730/8kTBWibNteJA/playlist.m3u8
Lombardia Tv,https://5db313b643fd8.streamlock.net/lmbiatv/lmbiatv/playlist.m3u8
Love in Venice,http://59d7d6f47d7fc.streamlock.net/loveinvenice/loveinvenice/playlist.m3u8
Lucania Tv,https://cdn15.streamshow.it/cloud-lucaniatv/lucaniatv/playlist.m3u8
Made in BO,https://srvx1.selftv.video/dmchannel/live/playlist.m3u8
Maria Vision,https://1601580044.rsc.cdn77.org/live/_jcn_/amls:CHANNEL_2/playlist.m3u8
Mediterranea Tv,https://stream1.aswifi.it/mediterraneatv/live/index.m3u8
Medjugorje Italia Tv,https://5f22d76e220e1.streamlock.net/medjugorjeitaliatv/medjugorjeitaliatv/playlist.m3u8
Medjugorje Tv Puglia,https://diretta.arcapuglia.it:8080/live/medjugorietv/index.m3u8
Minformo Tv,https://5db313b643fd8.streamlock.net:443/MinformoTV/MinformoTV/playlist.m3u8
Motori Tv,https://5f22d76e220e1.streamlock.net/servizio01/servizio01/playlist.m3u8
NTI Canale 271,https://www.ntimedia.it/video/S0B/S0B_master.m3u8
Nuova TV Nazionale,https://stream4.xdevel.com/video0s975955-782/stream/playlist.m3u8
Nuova Tv 1,https://nuovatv.net:8443/tv/stream.m3u8
Nuova Tv 2,https://nuovatv.net:8443/tv2/stream.m3u8
Nuvola Tv,https://stream.nuvola.tv:8181/memfs/4aaa6328-1879-4ebf-b18a-498146d0c61c.m3u8
Onda Novara Tv,https://585b674743bbb.streamlock.net/9006/9006/playlist.m3u8
Onda Tv Sicilia,https://5926fc9c7c5b2.streamlock.net/9040/9040/playlist.m3u8
Onda Web Radio,http://178.33.224.197:1935/ondaradioweb/ondaradioweb/playlist.m3u8
Ora Tv,https://5db313b643fd8.streamlock.net/OraTv/OraTv/playlist.m3u8
Orler Tv,https://w1.mediastreaming.it/orlertv/livestream/playlist.m3u8
Otto Channel,https://ottop-live-meride.akamaized.net/hls/live/2039996/ch1/playlist.m3u8
Padre Pio Tv,https://600f07e114306.streamlock.net/PadrePioTV/livestream/playlist.m3u8
Parole di Vita,https://64b16f23efbee.streamlock.net/paroledivita/paroledivita/playlist.m3u8
Peer Tv Alto Adige,https://iptv.peer.biz/live/peertv-it.m3u8
Prima Tv Napoli,https://57068da1deb21.streamlock.net/primatvnapoli/primatvnapoli/playlist.m3u8
Prima Tv Sicilia,https://5db313b643fd8.streamlock.net/PrimaTV/PrimaTV/playlist.m3u8
PrimaFREE,https://5f22d76e220e1.streamlock.net/primafree/primafree/playlist.m3u8
Primantenna Torino,https://5f22d76e220e1.streamlock.net/primantenna14/primantenna14/playlist.m3u8
Primocanale,https://msh0203.stream.seeweb.it/live/flv:stream2.sdp/playlist.m3u8
Promovideo Tv,https://media2021.rtvweb.com/promovideo_web/promovideo/playlist.m3u8
Quarto Canale Flegreo,http://live.mariatvcdn.com/dialogos/171e41deedf405f10c7dd6311387fb43.sdp/playlist.m3u8
Radio 51 Tv,https://59d7d6f47d7fc.streamlock.net/canale51/canale51/chunklist_w1193883900.m3u8
Radio Birikina Tv,https://tvd-bk.fluid.stream/RadioBirikinaTV/livestream/chunklist_w84398277.m3u8
Radio Bruno Tv,https://router.xdevel.com/video0s975758-473/stream/playlist.m3u8
Radio Ibiza,https://str48.fluid.stream/RadioIbizaTV/livestream/playlist.m3u8
Radio Immagine Tv,https://media.velcom.it:8081/RadioImmagineTV/index.fmp4.m3u8
Radio Italia Cina Tv,https://585b674743bbb.streamlock.net/9054/9054/playlist.m3u8
Radio Libertà,https://router.xdevel.com/video0s975360-67/stream/playlist_dvr.m3u8
Radio m2o Tv,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S62628868/uhdWBlkC1AoO/playlist.m3u8
Radio Monte Kronio Tv (R.M.K.),https://648026e87a75e.streamlock.net/rmktv/rmktv/playlist.m3u8
Radio Norba Tv,https://router.xdevel.com/video0s975885-462/stream/playlist_dvr.m3u8
Radio Piter Pan Tv,https://tvd-piter.fluid.stream/RadioPiterpanTV/livestream/chunklist_w1866496033.m3u8
Radio Radiosa Tv,https://stream7.zivoli.it/radiosatv/radiosatv/playlist.m3u8
Radio Roma,https://585b674743bbb.streamlock.net/9044/9044/playlist.m3u8
Radio Roma Television,https://5926fc9c7c5b2.streamlock.net/rtfeunawfu/rtfeunawfu/playlist.m3u8
Ran Friul,https://5f22d76e220e1.streamlock.net/RanFriul/RanFriul/playlist.m3u8
Reggio Tv,https://cdn10.streamshow.it/cloud-reggiotv/reggiotv/playlist.m3u8
Rei Tv,https://5f22d76e220e1.streamlock.net/reitv/reitv/playlist.m3u8
Rete 55,https://live1.giocabet.tv/stream/6/index.m3u8
Rete 8 Vga,https://604e46ac2bdee.streamlock.net:1936/rete8_1/rete8_1/playlist.m3u8
Rete 8,https://64b16f23efbee.streamlock.net/rete8/rete8/playlist.m3u8
Rete 8 Sport,https://64b16f23efbee.streamlock.net/rete8sport/rete8sport/playlist.m3u8
Rete Biella Tv,https://sb.top-ix.org/retebiella/streaming/playlist.m3u8
Rete Mia,https://5db313b643fd8.streamlock.net/rete/rete/playlist.m3u8
Rete Oro Tv,https://5926fc9c7c5b2.streamlock.net/9094/9094/playlist.m3u8
Rete Tv Italia,https://57068da1deb21.streamlock.net/retetvitalia/retetvitalia/playlist.m3u8
Rete Veneta,http://wms.shared.streamshow.it/reteveneta/reteveneta/playlist.m3u8
Roma Tv 82,https://streaming.softwarecreation.it/RomaCH71/RomaCH71/playlist.m3u8
Rossini Tv,https://stream.rossinitv.it/memfs/3bca4ad7-adfc-4610-ac0e-e826743ddc57.m3u8
RTC Quarta Rete,https://msh0232.stream.seeweb.it/live/stream00.sdp/playlist.m3u8
RTC Telecalabria,https://w1.mediastreaming.it/calabriachannel/livestream/playlist.m3u8
RTI Calabria,https://stream.ets-sistemi.it:8081/rticalabria/index.m3u8
RTL 102.5 + Plus,https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S12772175/FmIo5I5kmwTy/playlist_video.m3u8
RTM Manduria,https://5f22d76e220e1.streamlock.net/rtm/rtm/playlist.m3u8
Rtp Tv,http://flash2.xdevel.com/rtptv/rtptv/playlist.m3u8
Rttr,https://5f204aff97bee.streamlock.net/RTTRlive/livestream/playlist.m3u8
Rtv 38 Toscana,https://845d8509d2cb4f249dd0b2ae5755b6c2.msvdn.net/rtv38/rtv38_live_main/mainabr/playlist_dvr.m3u8
SL 48 Tv,http://media.velcom.it:1935/sl48/sl48/playlist.m3u8
Sardegna 1,https://7e1cc2454f2242afabe05cc0a2f483cd.msvdn.net/live/S30721796/ZS3Xu8mn5f0J/playlist.m3u8
Set Tv Cilento,https://stream1.aswifi.it/settv/live/index.m3u8
Sesta Rete,https://stream10.xdevel.com/video0s977089-1792/stream/playlist.m3u8
Sicilia 24 Tv,https://5f22d76e220e1.streamlock.net/sicilia24/sicilia24/playlist.m3u8
Sienatv,https://router.xdevel.com/video0s976727-1441/stream/playlist.m3u8
Sophia Tv,https://bild-und-ton.stream/sophiatv-it/smil:sophia-tv-it.smil/playlist.m3u8
Stiletv,https://proxy.media.convergenze.it/stiletv/streams/oQOFd7JglHjO1631525551097.m3u8
Super J Tv,https://59d39900ebfb8.streamlock.net/SuperJtv/SuperJtv/playlist.m3u8
Super Six,https://5db313b643fd8.streamlock.net/SUPERSIXLombardia/SUPERSIXLombardia/playlist.m3u8
Supertv,http://wms.shared.streamshow.it:1935/supertv/supertv/live.m3u8
T9,https://t9tv.grupposciscione.knoxstreaming.com/live/masterpl.m3u8
TRC Santeramo,https://stream7.livinlive.it/trc/trc/playlist.m3u8
TRL Tele Radio Leo,https://5db313b643fd8.streamlock.net/TRL/TRL/playlist.m3u8
TSD Tv Arezzo(Tele San Domenico),https://stream.mariatvcdn.com/tsd/7c59373bfdb38201b9215ff86f0ce6af.sdp/playlist.m3u8
TVL (TV Libera Pistoia),http://live.mariatvcdn.com/mariatvcdn/70564e1c6884c007c76f0c128d679eed.sdp/mono.m3u8
Tcf Tv,https://stream10.xdevel.com/video1s977294-1864/stream/playlist.m3u8
Tci,https://tbn-jw.cdn.vustreams.com/live/tci/live.isml/2b7d53c5-b504-4d26-b25f-a70deb8d0faf.m3u8
Teatro Tv,https://m.iostream.it/hls/teatrotv/teatrotv.m3u8
Tele A,https://lostream.it/hls/telea/video.m3u8
Tele Abruzzo Tv,http://uk4.streamingpulse.com:1935/TeleabruzzoTV/TeleabruzzoTV/playlist.m3u8
Tele Acras,https://5db313b643fd8.streamlock.net/teleacras/teleacras/playlist.m3u8
Tele Bari,https://w1.mediastreaming.it/telebari/livestream/playlist.m3u8
Tele Belluno,https://live.mariatvcdn.com/telebelluno/a3b80388da9801906adf885282e73bc3.sdp/mono.m3u8
Tele Boario,https://stream7.xdevel.com/video0s976425-1244/stream/playlist_dvr.m3u8
Tele Bruzzano,https://playerssl.telemia.tv/fileadmin/hls/Telebruzzano/telebruzzano_mediachunks.m3u8
Tele Chiara,http://fms.tvavicenza.it:1935/telechiara/diretta/playlist.m3u8
Telecolor,https://1aadf145546f475282c5b4e658c0ac4b.msvdn.net/live/324149/hlbAWtl/playlist.m3u8
Tele Cupole,https://nrvideo1.newradio.it/euhsbdamnx/euhsbdamnx/playlist.m3u8
Tele Foggia,https://59d7d6f47d7fc.streamlock.net/telefoggia/telefoggia/playlist.m3u8
Tele Friuli,https://5757bf2aa08e42248fb9b9d620f5d900.msvdn.net/live/S11646715/pE3ax0lT0rBd/playlist.m3u8
Tele Ischia,https://rst.saiuzwebnetwork.it:8081/teleischia/index.m3u8
Tele Jonio,http://59d7d6f47d7fc.streamlock.net/telejonio/telejonio/playlist.m3u8
Tele Liberta\' HD,https://streaming.liberta.it/hls/liberta.m3u8
Tele Liguria Sud,https://64b16f23efbee.streamlock.net/teleliguriasud/teleliguriasud/playlist.m3u8
Tele Mantova,https://5ce9406b73c33.streamlock.net/TeleMantova/livestream/playlist.m3u8
Tele Mia,https://playerssl.telemia.tv/fileadmin/hls/TelemiaHD/telemia85_mediachunks.m3u8
Tele Mia Extra,https://playerssl.telemia.tv/fileadmin/hls/TelemiaExtra/telemiaextra_mediachunks.m3u8
Tele Mistretta,https://live.mariatvcdn.com/telemistretta/8fbcd205ada81b295ee6c211c3a80dde.sdp/playlist.m3u8
Tele Molise,http://185.202.128.1:1935/Telemolise4K/Telemolise4K/playlist.m3u8
Tele Nord Genova,https://64b16f23efbee.streamlock.net/telenord/telenord/playlist.m3u8
Tele Oltre,http://1se1.troydesign.eu/np_teleoltre/_definst_/channel1_np_teleoltre/playlist.m3u8?ext=.m3u8
Tele One,https://648026e87a75e.streamlock.net/teleone/teleone/playlist.m3u8
Tele Pace 1,https://live.mariatvcdn.com/teleradiopace1/efcc8fc46cab26315ce3f5845d76008f.sdp/mono.m3u8
Tele Pace 2,https://live.mariatvcdn.com/teleradiopace2/254c9b5c52a73a94ef0f6169cbd05dc2.sdp/mono.m3u8
Tele Pace 3,https://live.mariatvcdn.com/teleradiopace3/d2274c22e9ee09eb2eda01ed0496f8f5.sdp/mono.m3u8
Tele Pace 4,https://live.mariatvcdn.com/teleradiopace4/13d74f2cfe921bfbc262697203d47d8f.sdp/mono.m3u8
Tele Pace News,https://live.mariatvcdn.com/teleradiopace6/d289fe76f16ad32afec471ea1b941583.sdp/index.m3u8
Tele Pace Roma,https://live.mariatvcdn.com/mariatvpoint/d36592901d5429dd7f9ec1e7bbeda8c2.sdp/index.m3u8
Tele Pace Trento,https://5a1178b42cc03.streamlock.net/telepacetrento/telepacetrento/playlist.m3u8
Tele Pavia,http://wms.shared.streamshow.it:1935/telepavia/telepavia/live.m3u8
Tele Pegaso,https://flash2.xdevel.com/telepegasocanale812/telepegasocanale812/playlist.m3u8
Tele Piadena,https://stream3.xdevel.com/video0s975441-151/stream/playlist_dvr.m3u8
Tele Pordenone,https://video.wifi4all.it/telepn/telepn.m3u8
Telecity Lombardia,https://64b16f23efbee.streamlock.net/telecitylombardia/telecitylombardia/playlist.m3u8
Telecity Valle D\'Aosta,https://64b16f23efbee.streamlock.net/telecityvda/telecityvda/playlist.m3u8
TeleCostaSmeralda,https://7e1cc2454f2242afabe05cc0a2f483cd.msvdn.net/tcs_live/tcs/tcs/playlist.m3u8
Telegenova,https://64b16f23efbee.streamlock.net/telegenova/telegenova/playlist.m3u8
Teleiblea,https://5f22d76e220e1.streamlock.net/teleiblea/teleiblea/playlist.m3u8
Teleitalia 41,https://streaming.softwarecreation.it/teleitalia/teleitalia/playlist.m3u8
Telejato,https://telejato.liberotratto.com/hls/stream.m3u8
Teleleonessa,http://wms.shared.streamshow.it:1935/teleleonessa/teleleonessa/live.m3u8
TeleMajg,https://59d7d6f47d7fc.streamlock.net/telemajg/telemajg/playlist.m3u8
Telenova,https://64b16f23efbee.streamlock.net/telenova/telenova/playlist.m3u8
Telerama,https://58d921499d3d3.streamlock.net/TeleRama/livestream/playlist.m3u8
TeleRegione,https://streaming.softwarecreation.it/TR118/TR118/playlist.m3u8
TeleRegione Color,https://live.antennasudwebtv.it:9443/hls/vodtele.m3u8
TeleRegione Live,https://5f22d76e220e1.streamlock.net/galluralive/galluralive/playlist.m3u8
Teleromagna,https://livetr.teleromagna.it/teleromagna/live/playlist.m3u8
Teleromagna 24,https://livetr.teleromagna.it/mia/live/playlist.m3u8
TeleRomaDue,https://57068da1deb21.streamlock.net/teletibur/teletibur/playlist.m3u8
Teleuniverso,https://stream.cp.ets-sistemi.it:1936/teleuniverso/teleuniverso/playlist.m3u8
Televallo Trapani,https://64b16f23efbee.streamlock.net/televallo/televallo/playlist.m3u8
TG Norba 24,https://router.xdevel.com/video0s976570-1326/stream/playlist_dvr.m3u8
TLT Molise,https://5f22d76e220e1.streamlock.net/tltmolise/tltmolise/playlist.m3u8
Tremedia Tv,https://stream4.xdevel.com/video0s976062-1263/stream/playlist_dvr.m3u8
Tuscia Sabina 2000Tv,http://ts2000tv.streaming.nextware.it:8081/ts2000tv/ts2000tv/chunks.m3u8
Tv 12,https://59d7d6f47d7fc.streamlock.net/tv12/tv12/playlist.m3u8
Tv Prato,https://live.mariatvcdn.com/tvprato/2db0dd5674586686a867ec52c3aa8e06.sdp/mono.m3u8
Tv Qui Modena,https://59d7d6f47d7fc.streamlock.net/tvqui/tvqui/playlist.m3u8
Tv Yes,https://stream1.aswifi.it/radioyes/live/index.m3u8
Tva Vicenza,http://fms.tvavicenza.it:1935/live/diretta_1/playlist.m3u8
Tvm Palermo,https://stream2.xdevel.com/video1s86-22/stream/playlist_dvr.m3u8
Tvr Xenon,https://cdn107-ita.azotosolutions.com:8443/cdnedge4/smil:live4.smil/playlist.m3u8
Tvrs Tv,https://cdn8.streamshow.it/cloud-tvrs/tvrs/playlist.m3u8
Umbria Tv,https://umbriatv.stream.rubidia.it:8083/live/umbriatv/playlist.m3u8
Uno Tv,https://stream1.aswifi.it/unotv/live/index.m3u8
Uno4 Tv,https://cdn.uno4.it/index.m3u8
VB33,https://live.ipstream.it/vb33/vb33.stream/playlist.m3u8
Video Calabria,https://a8a02dd9a49a4fc9810743615c65ab73.msvdn.net/live/S76734991/i6NeNqLYaspb/playlist.m3u8
Video Mediterraneo,https://bfbe5f347ac4424faf719dda285bc39e.msvdn.net/live/S54897858/4gWO7tTzpK3N/playlist.m3u8
Video Nola,https://videonola.aswifi.it/videonolaabr/live.m3u8
Video Regione Sicilia,https://57214cb172d84f8cb311b91513952b03.msvdn.net/live/S40896499/ZuaLjACsWIL4/playlist.m3u8
Video Star Tv Sicilia,https://stream9.xdevel.com/video0s976556-1321/stream/playlist.m3u8
Video Touring Tv,https://streamingvideo.auranex.cloud/memfs/70baacad-47c6-41a6-aee0-86530c31e080.m3u8
Videolina,http://livestreaming.videolina.it/live/Videolina/playlist.m3u8
Videonovara,https://ed04.top-ix.org/avtvlive/videonovara/streaming/playlist.m3u8
Videotelecarnia,https://rst2.saiuzwebnetwork.it:8081/vtccarnia/index.m3u8
Vintage Radio Tv,https://5f22d76e220e1.streamlock.net/vintageradiotv/vintageradiotv/playlist.m3u8
Webcom Tv,https://www.webcomiptv.it/mistserver/passionelotto/index.m3u8
WLTV,https://5db313b643fd8.streamlock.net/WLTV/WLTV/playlist.m3u8
Yvii Tv,https://stream.wired-shop.com/hls/yviitv.m3u8
Zerouno Tv Music,https://5f22d76e220e1.streamlock.net/zerounotvmusic/zerounotvmusic/playlist.m3u8
Zerouno Tv News,https://5f22d76e220e1.streamlock.net/01news/01news/playlist.m3u8
NHK G (Tokyo) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd01
NHK G (Osaka) Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx06
NHK E Ⓢ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd02
