👉JDiptv👉,#genre#
壹新闻,http://al-us3.jdiptv.cc/live/yxw.m3u8?kdstime=1737436537&kdssign=b3caa780c3dc3130438bc98da0eeab52
壹新闻,http://al-us3.jdiptv.cc/live/yxw.m3u8?kdstime=1737451397&kdssign=de36328e85c87a8a6964db682d94aa85
非凡新闻,http://jp1.jdiptv.cc/live/ffxw.m3u8?kdstime=1737030300&kdssign=23c08a076f5cf56565c9839a7319e271
非凡新闻,http://fr-us4.jdiptv.cc/live/ffxw.m3u8?kdstime=1737447338&kdssign=3fa949dddc08e3a958eab243b7088ff5
靖天国际,http://cc-us1.jdiptv.cc/live/jtgj.m3u8?kdstime=1737436962&kdssign=492b53f776061efe7ddbcc3715f97c64
靖天国际,http://cc-us1.jdiptv.cc/live/jtgj.m3u8?kdstime=1737451524&kdssign=14eeb92efeb20e1077d68c6999d5d9c9
中天新聞,http://220.133.220.232:8580/http/220.130.214.23:8088/hls/78/80/ch63max.m3u8
TVBS新聞,http://220.133.220.232:8575/http/220.130.214.23:8088/hls/75/817/ch59.m3u8
TVBS,http://220.133.220.232:8576/http/220.130.214.23:8088/hls/75/817/ch58.m3u8
寰宇新聞,http://220.133.220.232:8548/http/220.130.214.23:8088/hls/76/818/ch62.m3u8
東森新聞,http://220.133.220.232:8541/http/220.130.214.23:8088/hls/63/805/ch10.m3u8
民視新聞,http://220.133.220.232:8543/http/220.130.214.23:8088/hls/85/80/FtvNews4max.m3u8
三立新聞,http://220.133.220.232:8544/http/220.130.214.23:8088/hls/65/807/ch18.m3u8
台視,http://220.133.220.232:8502/http/220.130.214.23:8088/hls/86/80/Ttv4max.m3u8
中視,http://220.133.220.232:8503/http/220.130.214.23:8088/hls/88/80/Ctv4max.m3u8
華視,http://220.133.220.232:8504/http/220.130.214.23:8088/hls/89/80/Cts4max.m3u8
民視,http://220.133.220.232:8505/http/220.130.214.23:8088/hls/85/80/Ftv4max.m3u8
公視,http://220.133.220.232:8506/http/220.130.214.23:8088/hls/87/80/Pts4max.m3u8
人間衛視,http://220.133.220.232:8507/http/220.130.214.23:8088/hls/69/811/ch36.m3u8
大愛電視,http://220.133.220.232:8508/http/220.130.214.23:8088/hls/73/815/ch52.m3u8
好消息,http://220.133.220.232:8509/http/220.130.214.23:8088/hls/74/816/ch53.m3u8
Trace Sport Stars,http://220.133.220.232:8510/http/220.130.214.23:8092/upload/212/TraceS_TS-1111_1.m3u8
DISCOVERY,http://220.133.220.232:8511/http/220.130.214.23:8088/hls/71/813/ch44.m3u8
旅遊生活,http://220.133.220.232:8512/http/220.130.214.23:8088/hls/70/812/ch38.m3u8
動物星球,http://220.133.220.232:8513/http/220.130.214.23:8088/hls/70/812/ch37.m3u8
亞洲旅遊,http://220.133.220.232:8514/http/220.130.214.23:8088/hls/76/818/ch61.m3u8
MOMO親子,http://220.133.220.232:8535/http/220.130.87.218:8081/hls/90/80/momo4max.m3u8
東森幼幼,http://220.133.220.232:8516/http/220.130.214.23:8088/hls/63/805/ch09.m3u8
龍華卡通,http://220.133.220.232:8521/http/220.130.87.218:8068/hls/14/80/cstv14.m3u8
緯來綜合,http://220.133.220.232:8519/http/220.130.214.23:8088/hls/68/810/ch32.m3u8
八大第一,http://220.133.220.232:8520/http/220.130.214.23:8088/hls/66/808/ch22.m3u8
八大綜合,http://220.133.220.232:8501/http/220.130.214.23:8088/hls/66/808/ch21.m3u8
三立台灣,http://220.133.220.232:8522/http/220.130.214.23:8088/hls/65/807/ch20.m3u8
三立都會,http://220.133.220.232:8523/http/220.130.214.23:8088/hls/65/807/ch19.m3u8
韓國娛樂,http://220.133.220.232:8524/http/220.130.214.23:8092/upload/116/KMTV_TS-1111_1.m3u8
東森綜合,http://220.133.220.232:8525/http/220.130.214.23:8088/hls/63/805/ch12.m3u8
超視,http://220.133.220.232:8526/http/220.130.214.23:8088/hls/64/806/ch14.m3u8
中天綜合,http://220.133.220.232:8527/http/220.130.214.23:8088/hls/67/809/ch25.m3u8
中天娛樂,http://220.133.220.232:8528/http/220.130.214.23:8088/hls/67/809/ch26.m3u8
東風衛視,http://220.133.220.232:8529/http/220.130.214.23:8088/hls/68/810/ch31.m3u8
MUCH TV,http://220.133.220.232:8530/http/220.130.214.23:8088/hls/72/814/ch45.m3u8
東森戲劇,http://220.133.220.232:8531/http/220.130.87.218:8081/hls/64/806/ch13.m3u8
八大戲劇,http://220.133.220.232:8532/http/220.130.87.218:8081/hls/66/808/ch23.m3u8
TVBS歡樂,http://220.133.220.232:8533/http/220.130.87.218:8081/hls/65/807/ch17.m3u8
緯來戲劇,http://220.133.220.232:8534/http/220.130.87.218:8081/hls/69/811/ch33.m3u8
龍華戲劇台,http://220.133.220.232:8579/http/220.130.87.218:8068/hls/13/80/cstv13.m3u8
龍華日韓劇,http://220.133.220.232:8581/http/220.130.87.218:8068/hls/12/80/cstv12.m3u8
龍華偶像劇,http://220.133.220.232:8582/http/220.130.87.218:8068/hls/11/80/cstv11.m3u8
緯來日本,http://220.133.220.232:8538/http/220.130.214.23:8088/hls/69/811/ch34.m3u8
Taiwan Plus,http://220.133.220.232:8539/http/220.130.214.23:8088/hls/87/80/PtsTaiwanPlus4max.m3u8
非凡商業,http://220.133.220.232:8546/http/220.130.214.23:8088/hls/74/816/ch56.m3u8
東森財經,http://220.133.220.232:8547/http/220.130.214.23:8088/hls/63/805/ch11.m3u8
Bloomberg News,http://220.133.220.232:8552/http/220.130.87.218:8078/hls/43/80/bloomber.m3u8
NHK世界,http://220.133.220.232:8553/http/220.130.214.23:8088/hls/62/804/ch06.m3u8
鏡新聞,http://220.133.220.232:8554/http/220.130.214.23:8092/upload/114/MNEWS_TS-1111_1.m3u8
好萊塢電影,http://220.133.220.232:8555/http/220.130.214.23:8088/hls/74/816/ch55.m3u8
緯來電影,http://220.133.220.232:8556/http/220.130.214.23:8088/hls/69/811/ch35.m3u8
龍華電影,http://220.133.220.232:8583/http/220.130.87.218:8068/hls/10/80/cstv10.m3u8
HBO,http://220.133.220.232:8558/http/220.130.214.23:8088/hls/71/813/ch41.m3u8
AXN,http://220.133.220.232:8559/http/220.130.214.23:8088/hls/71/813/ch43.m3u8
CINEMAX ,http://220.133.220.232:8560/http/220.130.214.23:8088/hls/71/813/ch42.m3u8
AMC電影,http://220.133.220.232:8561/http/220.130.214.23:8092/upload/115/AMC_TS-1111_1.m3u8
寵物頻道,http://220.133.220.232:8562/http/220.130.214.23:8078/hls/40/80/pettv.m3u8
緯來育樂,http://220.133.220.232:8563/http/220.130.214.23:8088/hls/68/810/ch30.m3u8
緯來體育,http://220.133.220.232:8564/http/220.130.214.23:8088/hls/67/809/ch28.m3u8
博斯運動一,http://220.133.220.232:8584/http/220.130.87.218:8068/hls/15/80/cstv15.m3u8
momo綜合台,http://220.133.220.232:8566/http/220.130.214.23:8088/hls/76/818/momo_max.m3u8
DAZN 1,http://220.133.220.232:8567/http/220.130.87.218:8078/hls/25/80/esport.m3u8
DAZN 2,http://220.133.220.232:8568/http/220.130.87.218:8078/hls/26/80/esport2.m3u8
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
